,review_id,verified,review_score,product_category,reason_for_exclusion
65,product_review_000065,True,4.0,prime_pantry,"product_review_000065,0,N/A"
66,product_review_000066,False,3.0,luxury_beauty,"product_review_000066,0,N/A"
67,product_review_000067,True,5.0,prime_pantry,"product_review_000067,0,N/A"
68,product_review_000068,False,4.0,luxury_beauty,"product_review_000068,0,N/A"
69,product_review_000069,False,5.0,luxury_beauty,"product_review_000069,0,N/A"
70,product_review_000070,True,5.0,luxury_beauty,"product_review_000070,0,N/A"
71,product_review_000071,False,5.0,prime_pantry,"product_review_000071,0,N/A"
72,product_review_000072,True,5.0,prime_pantry,"product_review_000072,0,N/A"
73,product_review_000073,True,5.0,prime_pantry,"product_review_000073,0,N/A"
74,product_review_000074,False,4.0,luxury_beauty,"product_review_000074,0,N/A"
75,product_review_000075,True,5.0,prime_pantry,"product_review_000075,0,N/A"
76,product_review_000076,True,5.0,prime_pantry,"product_review_000076,0,N/A"
77,product_review_000077,False,5.0,,"product_review_000077,1,missing_value_or_label"
78,product_review_000078,False,3.0,prime_pantry,"product_review_000078,0,N/A"
79,product_review_000079,False,3.0,luxury_beauty,"product_review_000079,0,N/A"
80,product_review_000080,True,5.0,prime_pantry,"product_review_000080,0,N/A"
81,product_review_000081,False,5.0,prime_pantry,"product_review_000081,0,N/A"
82,product_review_000082,True,4.0,prime_pantry,"product_review_000082,0,N/A"
83,product_review_000083,True,5.0,prime_pantry,"product_review_000083,0,N/A"
84,product_review_000084,True,2.0,prime_pantry,"product_review_000084,0,N/A"
85,product_review_000085,True,5.0,prime_pantry,"product_review_000085,0,N/A"
86,product_review_000086,False,5.0,prime_pantry,"product_review_000086,0,N/A"
87,product_review_000087,True,5.0,prime_pantry,"product_review_000087,0,N/A"
88,product_review_000088,True,4.0,prime_pantry,"product_review_000088,0,N/A"
89,product_review_000089,True,3.0,luxury_beauty,"product_review_000089,0,N/A"
90,product_review_000090,True,3.0,prime_pantry,"product_review_000090,0,N/A"
91,product_review_000091,True,4.0,,"product_review_000091,1,missing_value_or_label"
92,product_review_000092,True,2.0,prime_pantry,"product_review_000092,0,N/A"
93,product_review_000093,True,5.0,prime_pantry,"product_review_000093,0,N/A"
94,product_review_000094,True,5.0,prime_pantry,"product_review_000094,0,N/A"
95,product_review_000095,False,5.0,prime_pantry,"product_review_000095,0,N/A"
96,product_review_000096,True,5.0,prime_pantry,"product_review_000096,0,N/A"
97,product_review_000097,False,1.0,prime_pantry,"product_review_000097,0,N/A"
98,product_review_000098,True,3.0,prime_pantry,"product_review_000098,0,N/A"
99,product_review_000099,True,5.0,prime_pantry,"product_review_000099,0,N/A"
100,product_review_000100,False,5.0,prime_pantry,"product_review_000100,0,N/A"
101,product_review_000101,False,4.0,luxury_beauty,"product_review_000101,0,N/A"
102,product_review_000102,False,5.0,prime_pantry,"product_review_000102,0,N/A"
103,product_review_000103,True,5.0,prime_pantry,"product_review_000103,0,N/A"
104,product_review_000104,True,5.0,prime_pantry,"product_review_000104,0,N/A"
105,product_review_000105,True,5.0,prime_pantry,"product_review_000105,0,N/A"
106,product_review_000106,True,5.0,prime_pantry,"product_review_000106,0,N/A"
107,product_review_000107,True,5.0,luxury_beauty,"product_review_000107,0,N/A"
108,product_review_000108,True,2.0,prime_pantry,"product_review_000108,0,N/A"
109,product_review_000109,True,1.0,luxury_beauty,"product_review_000109,0,N/A"
110,product_review_000110,True,5.0,prime_pantry,"product_review_000110,0,N/A"
111,product_review_000111,True,3.0,luxury_beauty,"product_review_000111,0,N/A"
112,product_review_000112,True,4.0,luxury_beauty,"product_review_000112,0,N/A"
113,product_review_000113,True,5.0,prime_pantry,"product_review_000113,0,N/A"
114,product_review_000114,True,5.0,prime_pantry,"product_review_000114,0,N/A"
115,product_review_000115,True,4.0,prime_pantry,"product_review_000115,0,N/A"
116,product_review_000116,False,3.0,prime_pantry,"product_review_000116,0,N/A"
117,product_review_000117,True,5.0,luxury_beauty,"product_review_000117,0,N/A"
118,product_review_000118,True,5.0,luxury_beauty,"product_review_000118,0,N/A"
119,product_review_000119,True,5.0,prime_pantry,"product_review_000119,0,N/A"
120,product_review_000120,True,-1.0,prime_pantry,"product_review_000120,0,N/A"
121,product_review_000121,True,5.0,prime_pantry,"product_review_000121,0,N/A"
122,product_review_000122,True,3.0,prime_pantry,"product_review_000122,0,N/A"
123,product_review_000123,True,5.0,prime_pantry,"product_review_000123,0,N/A"
124,product_review_000124,True,4.0,prime_pantry,"product_review_000124,0,N/A"
125,product_review_000125,True,3.0,prime_pantry,"product_review_000125,0,N/A"
126,product_review_000126,True,5.0,prime_pantry,"product_review_000126,0,N/A"
127,product_review_000127,True,5.0,prime_pantry,"product_review_000127,0,N/A"
128,product_review_000128,True,5.0,prime_pantry,"product_review_000128,0,N/A"
129,product_review_000129,True,2.0,,"product_review_000129,1,missing_value_or_label"
130,product_review_000130,True,5.0,prime_pantry,"product_review_000130,0,N/A"
131,product_review_000131,True,5.0,prime_pantry,"product_review_000131,0,N/A"
132,product_review_000132,True,4.0,prime_pantry,"product_review_000132,0,N/A"
133,product_review_000133,True,5.0,prime_pantry,"product_review_000133,0,N/A"
134,product_review_000134,False,3.0,luxury_beauty,"product_review_000134,0,N/A"
135,product_review_000135,False,5.0,luxury_beauty,"product_review_000135,0,N/A"
136,product_review_000136,False,1.0,prime_pantry,"product_review_000136,0,N/A"
137,product_review_000137,True,3.0,prime_pantry,"product_review_000137,0,N/A"
138,product_review_000138,False,5.0,prime_pantry,"product_review_000138,0,N/A"
139,product_review_000139,True,5.0,luxury_beauty,"product_review_000139,0,N/A"
140,product_review_000140,True,5.0,prime_pantry,"product_review_000140,0,N/A"
141,product_review_000141,True,4.0,prime_pantry,"product_review_000141,0,N/A"
142,product_review_000142,True,5.0,prime_pantry,"product_review_000142,0,N/A"
143,product_review_000143,True,3.0,prime_pantry,"product_review_000143,0,N/A"
144,product_review_000144,True,-1.0,prime_pantry,"product_review_000144,0,N/A"
145,product_review_000145,True,5.0,luxury_beauty,"product_review_000145,0,N/A"
146,product_review_000146,True,5.0,prime_pantry,"product_review_000146,0,N/A"
147,product_review_000147,True,4.0,prime_pantry,"product_review_000147,0,N/A"
148,product_review_000148,False,5.0,prime_pantry,"product_review_000148,0,N/A"
149,product_review_000149,True,5.0,prime_pantry,"product_review_000149,0,N/A"
150,product_review_000150,True,5.0,prime_pantry,"product_review_000150,0,N/A"
151,product_review_000151,True,5.0,prime_pantry,"product_review_000151,0,N/A"
152,product_review_000152,True,5.0,prime_pantry,"product_review_000152,0,N/A"
153,product_review_000153,False,-1.0,luxury_beauty,"product_review_000153,0,N/A"
154,product_review_000154,True,5.0,luxury_beauty,"product_review_000154,0,N/A"
155,product_review_000155,True,5.0,prime_pantry,"product_review_000155,0,N/A"
156,product_review_000156,True,4.0,prime_pantry,"product_review_000156,0,N/A"
157,product_review_000157,False,5.0,prime_pantry,"product_review_000157,0,N/A"
158,product_review_000158,False,5.0,luxury_beauty,"product_review_000158,0,N/A"
159,product_review_000159,False,5.0,prime_pantry,"product_review_000159,0,N/A"
160,product_review_000160,True,2.0,prime_pantry,"product_review_000160,0,N/A"
161,product_review_000161,True,5.0,luxury_beauty,"product_review_000161,0,N/A"
162,product_review_000162,False,5.0,prime_pantry,"product_review_000162,0,N/A"
163,product_review_000163,True,5.0,,"product_review_000163,1,missing_value_or_label"
164,product_review_000164,True,5.0,prime_pantry,"product_review_000164,0,N/A"
165,product_review_000165,True,5.0,prime_pantry,"product_review_000165,0,N/A"
166,product_review_000166,False,5.0,luxury_beauty,"product_review_000166,0,N/A"
167,product_review_000167,True,5.0,prime_pantry,"product_review_000167,0,N/A"
168,product_review_000168,True,5.0,prime_pantry,"product_review_000168,0,N/A"
169,product_review_000169,True,5.0,prime_pantry,"product_review_000169,0,N/A"
170,product_review_000170,True,4.0,prime_pantry,"product_review_000170,0,N/A"
171,product_review_000171,True,5.0,luxury_beauty,"product_review_000171,0,N/A"
172,product_review_000172,True,5.0,prime_pantry,"product_review_000172,0,N/A"
173,product_review_000173,True,5.0,luxury_beauty,"product_review_000173,0,N/A"
174,product_review_000174,True,5.0,prime_pantry,"product_review_000174,0,N/A"
175,product_review_000175,False,3.0,luxury_beauty,"product_review_000175,0,N/A"
176,product_review_000176,False,5.0,prime_pantry,"product_review_000176,0,N/A"
177,product_review_000177,True,5.0,prime_pantry,"product_review_000177,0,N/A"
178,product_review_000178,True,5.0,prime_pantry,"product_review_000178,0,N/A"
179,product_review_000179,True,5.0,prime_pantry,"product_review_000179,0,N/A"
180,product_review_000180,True,5.0,prime_pantry,"product_review_000180,0,N/A"
181,product_review_000181,True,4.0,prime_pantry,"product_review_000181,0,N/A"
182,product_review_000182,True,5.0,prime_pantry,"product_review_000182,0,N/A"
183,product_review_000183,True,-1.0,prime_pantry,"product_review_000183,0,N/A"
184,product_review_000184,False,5.0,prime_pantry,"product_review_000184,0,N/A"
185,product_review_000185,True,5.0,prime_pantry,"product_review_000185,0,N/A"
186,product_review_000186,True,5.0,prime_pantry,"product_review_000186,0,N/A"
187,product_review_000187,True,5.0,prime_pantry,"product_review_000187,0,N/A"
188,product_review_000188,True,5.0,prime_pantry,"product_review_000188,0,N/A"
189,product_review_000189,True,4.0,prime_pantry,"product_review_000189,0,N/A"
190,product_review_000190,True,5.0,prime_pantry,"product_review_000190,0,N/A"
191,product_review_000191,True,5.0,luxury_beauty,"product_review_000191,0,N/A"
192,product_review_000192,False,4.0,luxury_beauty,"product_review_000192,0,N/A"
193,product_review_000193,True,4.0,prime_pantry,"product_review_000193,0,N/A"
194,product_review_000194,True,5.0,prime_pantry,"product_review_000194,0,N/A"
195,product_review_000195,False,4.0,luxury_beauty,"product_review_000195,0,N/A"
196,product_review_000196,True,5.0,prime_pantry,"product_review_000196,0,N/A"
197,product_review_000197,True,5.0,prime_pantry,"product_review_000197,0,N/A"
198,product_review_000198,True,4.0,prime_pantry,"product_review_000198,0,N/A"
199,product_review_000199,True,2.0,prime_pantry,"product_review_000199,0,N/A"
200,product_review_000200,False,4.0,luxury_beauty,"product_review_000200,0,N/A"
201,product_review_000201,True,3.0,prime_pantry,"product_review_000201,0,N/A"
202,product_review_000202,True,5.0,prime_pantry,"product_review_000202,0,N/A"
203,product_review_000203,False,4.0,prime_pantry,"product_review_000203,0,N/A"
204,product_review_000204,True,4.0,prime_pantry,"product_review_000204,0,N/A"
205,product_review_000205,True,1.0,prime_pantry,"product_review_000205,0,N/A"
206,product_review_000206,True,5.0,prime_pantry,"product_review_000206,0,N/A"
207,product_review_000207,True,5.0,luxury_beauty,"product_review_000207,0,N/A"
208,product_review_000208,False,5.0,prime_pantry,"product_review_000208,0,N/A"
209,product_review_000209,True,4.0,prime_pantry,"product_review_000209,0,N/A"
210,product_review_000210,False,4.0,prime_pantry,"product_review_000210,0,N/A"
211,product_review_000211,False,5.0,luxury_beauty,"product_review_000211,0,N/A"
212,product_review_000212,True,5.0,prime_pantry,"product_review_000212,0,N/A"
213,product_review_000213,False,5.0,prime_pantry,"product_review_000213,0,N/A"
214,product_review_000214,False,5.0,,"product_review_000214,1,missing_value_or_label"
215,product_review_000215,True,5.0,prime_pantry,"product_review_000215,0,N/A"
216,product_review_000216,True,-1.0,prime_pantry,"product_review_000216,0,N/A"
217,product_review_000217,False,5.0,prime_pantry,"product_review_000217,0,N/A"
218,product_review_000218,True,5.0,prime_pantry,"product_review_000218,0,N/A"
219,product_review_000219,False,2.0,prime_pantry,"product_review_000219,0,N/A"
220,product_review_000220,True,5.0,prime_pantry,"product_review_000220,0,N/A"
221,product_review_000221,True,3.0,prime_pantry,"product_review_000221,0,N/A"
222,product_review_000222,True,5.0,prime_pantry,"product_review_000222,0,N/A"
223,product_review_000223,False,4.0,prime_pantry,"product_review_000223,0,N/A"
224,product_review_000224,True,5.0,prime_pantry,"product_review_000224,0,N/A"
225,product_review_000225,True,5.0,prime_pantry,"product_review_000225,0,N/A"
226,product_review_000226,False,5.0,prime_pantry,"product_review_000226,0,N/A"
227,product_review_000227,True,5.0,prime_pantry,"product_review_000227,0,N/A"
228,product_review_000228,True,5.0,prime_pantry,"product_review_000228,0,N/A"
229,product_review_000229,False,5.0,prime_pantry,"product_review_000229,0,N/A"
230,product_review_000230,False,5.0,prime_pantry,"product_review_000230,0,N/A"
231,product_review_000231,True,5.0,prime_pantry,"product_review_000231,0,N/A"
232,product_review_000232,True,5.0,luxury_beauty,"product_review_000232,0,N/A"
233,product_review_000233,True,5.0,prime_pantry,"product_review_000233,0,N/A"
234,product_review_000234,True,4.0,prime_pantry,"product_review_000234,0,N/A"
235,product_review_000235,True,5.0,prime_pantry,"product_review_000235,0,N/A"
236,product_review_000236,False,3.0,luxury_beauty,"product_review_000236,0,N/A"
237,product_review_000237,True,5.0,prime_pantry,"product_review_000237,0,N/A"
238,product_review_000238,True,5.0,prime_pantry,"product_review_000238,0,N/A"
239,product_review_000239,True,-1.0,prime_pantry,"product_review_000239,0,N/A"
240,product_review_000240,False,5.0,luxury_beauty,"product_review_000240,0,N/A"
241,product_review_000241,True,5.0,prime_pantry,"product_review_000241,0,N/A"
242,product_review_000242,True,5.0,prime_pantry,"product_review_000242,0,N/A"
243,product_review_000243,True,2.0,prime_pantry,"product_review_000243,0,N/A"
244,product_review_000244,True,3.0,prime_pantry,"product_review_000244,0,N/A"
245,product_review_000245,True,5.0,prime_pantry,"product_review_000245,0,N/A"
246,product_review_000246,True,2.0,luxury_beauty,"product_review_000246,0,N/A"
247,product_review_000247,True,5.0,prime_pantry,"product_review_000247,0,N/A"
248,product_review_000248,True,5.0,prime_pantry,"product_review_000248,0,N/A"
249,product_review_000249,True,5.0,prime_pantry,"product_review_000249,0,N/A"
250,product_review_000250,True,5.0,prime_pantry,"product_review_000250,0,N/A"
251,product_review_000251,True,5.0,prime_pantry,"product_review_000251,0,N/A"
252,product_review_000252,False,5.0,prime_pantry,"product_review_000252,0,N/A"
253,product_review_000253,False,4.0,prime_pantry,"product_review_000253,0,N/A"
254,product_review_000254,True,5.0,prime_pantry,"product_review_000254,0,N/A"
255,product_review_000255,True,1.0,luxury_beauty,"product_review_000255,0,N/A"
256,product_review_000256,True,4.0,prime_pantry,"product_review_000256,0,N/A"
257,product_review_000257,True,5.0,prime_pantry,"product_review_000257,0,N/A"
258,product_review_000258,True,5.0,prime_pantry,"product_review_000258,0,N/A"
259,product_review_000259,False,5.0,prime_pantry,"product_review_000259,0,N/A"
260,product_review_000260,False,1.0,luxury_beauty,"product_review_000260,0,N/A"
261,product_review_000261,False,5.0,prime_pantry,"product_review_000261,0,N/A"
262,product_review_000262,True,5.0,prime_pantry,"product_review_000262,0,N/A"
263,product_review_000263,False,4.0,luxury_beauty,"product_review_000263,0,N/A"
264,product_review_000264,True,5.0,prime_pantry,"product_review_000264,0,N/A"
265,product_review_000265,False,5.0,luxury_beauty,"product_review_000265,0,N/A"
266,product_review_000266,False,5.0,prime_pantry,"product_review_000266,0,N/A"
267,product_review_000267,True,5.0,prime_pantry,"product_review_000267,0,N/A"
268,product_review_000268,True,5.0,luxury_beauty,"product_review_000268,0,N/A"
269,product_review_000269,False,3.0,luxury_beauty,"product_review_000269,0,N/A"
270,product_review_000270,True,5.0,prime_pantry,"product_review_000270,0,N/A"
271,product_review_000271,True,5.0,prime_pantry,"product_review_000271,0,N/A"
272,product_review_000272,False,5.0,luxury_beauty,"product_review_000272,0,N/A"
273,product_review_000273,True,5.0,prime_pantry,"product_review_000273,0,N/A"
274,product_review_000274,True,-1.0,prime_pantry,"product_review_000274,0,N/A"
275,product_review_000275,True,5.0,prime_pantry,"product_review_000275,0,N/A"
276,product_review_000276,True,4.0,prime_pantry,"product_review_000276,0,N/A"
277,product_review_000277,True,4.0,prime_pantry,"product_review_000277,0,N/A"
278,product_review_000278,False,5.0,prime_pantry,"product_review_000278,0,N/A"
279,product_review_000279,True,5.0,luxury_beauty,"product_review_000279,0,N/A"
280,product_review_000280,False,5.0,prime_pantry,"product_review_000280,0,N/A"
281,product_review_000281,True,2.0,prime_pantry,"product_review_000281,0,N/A"
282,product_review_000282,True,5.0,prime_pantry,"product_review_000282,0,N/A"
283,product_review_000283,False,5.0,luxury_beauty,"product_review_000283,0,N/A"
284,product_review_000284,False,5.0,luxury_beauty,"product_review_000284,0,N/A"
285,product_review_000285,True,5.0,prime_pantry,"product_review_000285,0,N/A"
286,product_review_000286,True,5.0,prime_pantry,"product_review_000286,0,N/A"
287,product_review_000287,True,5.0,prime_pantry,"product_review_000287,0,N/A"
288,product_review_000288,False,4.0,luxury_beauty,"product_review_000288,0,N/A"
289,product_review_000289,True,4.0,prime_pantry,"product_review_000289,0,N/A"
290,product_review_000290,True,5.0,prime_pantry,"product_review_000290,0,N/A"
291,product_review_000291,True,4.0,prime_pantry,"product_review_000291,0,N/A"
292,product_review_000292,True,4.0,prime_pantry,"product_review_000292,0,N/A"
293,product_review_000293,True,5.0,prime_pantry,"product_review_000293,0,N/A"
294,product_review_000294,False,5.0,luxury_beauty,"product_review_000294,0,N/A"
295,product_review_000295,True,5.0,prime_pantry,"product_review_000295,0,N/A"
296,product_review_000296,True,3.0,prime_pantry,"product_review_000296,0,N/A"
297,product_review_000297,True,3.0,luxury_beauty,"product_review_000297,0,N/A"
298,product_review_000298,True,5.0,prime_pantry,"product_review_000298,0,N/A"
299,product_review_000299,True,5.0,prime_pantry,"product_review_000299,0,N/A"
300,product_review_000300,True,5.0,prime_pantry,"product_review_000300,0,N/A"
301,product_review_000301,True,5.0,prime_pantry,"product_review_000301,0,N/A"
302,product_review_000302,True,2.0,prime_pantry,"product_review_000302,0,N/A"
303,product_review_000303,True,4.0,prime_pantry,"product_review_000303,0,N/A"
304,product_review_000304,False,5.0,prime_pantry,"product_review_000304,0,N/A"
305,product_review_000305,True,5.0,prime_pantry,"product_review_000305,0,N/A"
306,product_review_000306,True,5.0,prime_pantry,"product_review_000306,0,N/A"
307,product_review_000307,True,4.0,prime_pantry,"product_review_000307,0,N/A"
308,product_review_000308,True,5.0,prime_pantry,"product_review_000308,0,N/A"
309,product_review_000309,True,5.0,prime_pantry,"product_review_000309,0,N/A"
310,product_review_000310,True,3.0,prime_pantry,"product_review_000310,0,N/A"
311,product_review_000311,True,5.0,prime_pantry,"product_review_000311,0,N/A"
312,product_review_000312,True,4.0,prime_pantry,"product_review_000312,0,N/A"
313,product_review_000313,True,5.0,,"product_review_000313,1,missing_value_or_label"
314,product_review_000314,True,4.0,prime_pantry,"product_review_000314,0,N/A"
315,product_review_000315,True,5.0,prime_pantry,"product_review_000315,0,N/A"
316,product_review_000316,True,3.0,prime_pantry,"product_review_000316,0,N/A"
317,product_review_000317,False,5.0,prime_pantry,"product_review_000317,0,N/A"
318,product_review_000318,True,5.0,prime_pantry,"product_review_000318,0,N/A"
319,product_review_000319,True,5.0,prime_pantry,"product_review_000319,0,N/A"
320,product_review_000320,True,5.0,prime_pantry,"product_review_000320,0,N/A"
321,product_review_000321,True,5.0,prime_pantry,"product_review_000321,0,N/A"
322,product_review_000322,,1.0,prime_pantry,"product_review_000322,1,missing_value_or_label"
323,product_review_000323,False,5.0,prime_pantry,"product_review_000323,0,N/A"
324,product_review_000324,True,4.0,prime_pantry,"product_review_000324,0,N/A"
325,product_review_000325,True,5.0,prime_pantry,"product_review_000325,0,N/A"
326,product_review_000326,True,5.0,prime_pantry,"product_review_000326,0,N/A"
327,product_review_000327,True,4.0,prime_pantry,"product_review_000327,0,N/A"
328,product_review_000328,True,5.0,prime_pantry,"product_review_000328,0,N/A"
329,product_review_000329,True,5.0,prime_pantry,"product_review_000329,0,N/A"
330,product_review_000330,True,4.0,prime_pantry,"product_review_000330,0,N/A"
331,product_review_000331,True,5.0,prime_pantry,"product_review_000331,0,N/A"
332,product_review_000332,False,5.0,luxury_beauty,"product_review_000332,0,N/A"
333,product_review_000333,True,5.0,prime_pantry,"product_review_000333,0,N/A"
334,product_review_000334,False,5.0,prime_pantry,"product_review_000334,0,N/A"
335,product_review_000335,True,2.0,prime_pantry,"product_review_000335,0,N/A"
336,product_review_000336,True,5.0,prime_pantry,"product_review_000336,0,N/A"
337,product_review_000337,True,5.0,prime_pantry,"product_review_000337,0,N/A"
338,product_review_000338,True,3.0,prime_pantry,"product_review_000338,0,N/A"
339,product_review_000339,True,2.0,prime_pantry,"product_review_000339,0,N/A"
340,product_review_000340,True,4.0,prime_pantry,"product_review_000340,0,N/A"
341,product_review_000341,True,5.0,prime_pantry,"product_review_000341,0,N/A"
342,product_review_000342,True,5.0,prime_pantry,"product_review_000342,0,N/A"
343,product_review_000343,True,2.0,prime_pantry,"product_review_000343,0,N/A"
344,product_review_000344,True,5.0,prime_pantry,"product_review_000344,0,N/A"
345,product_review_000345,True,5.0,prime_pantry,"product_review_000345,0,N/A"
346,product_review_000346,True,5.0,prime_pantry,"product_review_000346,0,N/A"
347,product_review_000347,True,5.0,prime_pantry,"product_review_000347,0,N/A"
348,product_review_000348,True,5.0,,"product_review_000348,1,missing_value_or_label"
349,product_review_000349,True,5.0,prime_pantry,"product_review_000349,0,N/A"
350,product_review_000350,True,5.0,prime_pantry,"product_review_000350,0,N/A"
351,product_review_000351,True,2.0,prime_pantry,"product_review_000351,0,N/A"
352,product_review_000352,False,4.0,luxury_beauty,"product_review_000352,0,N/A"
353,product_review_000353,True,4.0,prime_pantry,"product_review_000353,0,N/A"
354,product_review_000354,True,5.0,prime_pantry,"product_review_000354,0,N/A"
355,product_review_000355,True,5.0,prime_pantry,"product_review_000355,0,N/A"
356,product_review_000356,True,5.0,prime_pantry,"product_review_000356,0,N/A"
357,product_review_000357,True,2.0,prime_pantry,"product_review_000357,0,N/A"
358,product_review_000358,True,5.0,prime_pantry,"product_review_000358,0,N/A"
359,product_review_000359,False,5.0,prime_pantry,"product_review_000359,0,N/A"
360,product_review_000360,False,4.0,,"product_review_000360,1,missing_value_or_label"
361,product_review_000361,False,5.0,prime_pantry,"product_review_000361,0,N/A"
362,product_review_000362,True,5.0,prime_pantry,"product_review_000362,0,N/A"
363,product_review_000363,True,5.0,prime_pantry,"product_review_000363,0,N/A"
364,product_review_000364,False,5.0,luxury_beauty,"product_review_000364,0,N/A"
365,product_review_000365,False,5.0,prime_pantry,"product_review_000365,0,N/A"
366,product_review_000366,True,5.0,prime_pantry,"product_review_000366,0,N/A"
367,product_review_000367,True,4.0,prime_pantry,"product_review_000367,0,N/A"
368,product_review_000368,False,5.0,luxury_beauty,"product_review_000368,0,N/A"
369,product_review_000369,True,5.0,prime_pantry,"product_review_000369,0,N/A"
370,product_review_000370,True,5.0,prime_pantry,"product_review_000370,0,N/A"
371,product_review_000371,True,5.0,prime_pantry,"product_review_000371,0,N/A"
372,product_review_000372,True,5.0,prime_pantry,"product_review_000372,0,N/A"
373,product_review_000373,True,3.0,luxury_beauty,"product_review_000373,0,N/A"
